URL,Lastmod,Changefreq,Priority
https://pandafasting.heytcm.com/,2025-03-19,daily,1.0
https://pandafasting.heytcm.com/app,2025-03-12,weekly,0.9
https://pandafasting.heytcm.com/privacy,2025-03-12,weekly,0.9
https://pandafasting.heytcm.com/terms,2025-03-12,weekly,0.9
